SEQN,age,education,male,female
45550,59,3,0,1
45553,68,4,0,1
45556,56,4,0,1
45558,73,1,0,1
45559,39,1,0,1
45561,79,3,0,1
45564,42,3,1,0
45568,58,3,0,1
45569,29,4,0,1
45573,52,4,0,1
45575,22,4,0,1
45577,42,2,0,1
45583,36,5,0,1
45586,38,4,1,0
45588,79,2,1,0
45590,26,3,0,1
45591,34,2,0,1
45593,50,2,0,1
45594,78,5,0,1
45596,80,5,1,0
45601,80,4,1,0
45603,61,1,1,0
45604,24,3,0,1
45605,38,2,0,1
45606,30,1,1,0
45607,64,3,0,1
45609,48,4,0,1
45610,42,4,0,1
45612,68,2,1,0
45613,23,1,1,0
45615,45,4,1,0
45616,39,5,0,1
45621,78,5,0,1
45623,51,3,0,1
45624,71,5,1,0
45625,76,3,1,0
45627,38,4,1,0
45628,69,1,0,1
45630,25,5,1,0
45631,48,2,0,1
45632,76,3,1,0
45634,30,3,0,1
45638,36,2,1,0
45640,73,3,0,1
45641,62,5,0,1
45645,47,5,1,0
45646,52,3,0,1
45648,62,1,0,1
45649,73,4,1,0
45653,46,4,0,1
45654,42,4,0,1
45657,36,5,0,1
45658,57,1,1,0
45659,27,3,0,1
45660,65,3,1,0
45662,42,3,0,1
45663,46,2,0,1
45664,72,3,0,1
45671,63,2,1,0
45673,33,3,1,0
45674,46,4,0,1
45675,55,1,1,0
45678,66,4,1,0
45681,21,2,1,0
45684,55,4,0,1
45685,73,2,0,1
45688,80,5,0,1
45690,38,4,1,0
45691,60,5,1,0
45692,44,3,0,1
45694,33,5,0,1
45695,31,5,0,1
45697,55,2,1,0
45698,35,2,0,1
45699,39,5,1,0
45701,76,2,0,1
45702,34,1,0,1
45703,66,2,0,1
45705,56,3,0,1
45706,65,5,1,0
45708,29,2,0,1
45710,70,4,1,0
45712,69,2,1,0
45715,27,4,0,1
45717,46,3,0,1
45720,42,2,1,0
45721,31,2,0,1
45722,31,3,0,1
45723,45,5,0,1
45724,73,4,1,0
45727,43,4,0,1
45728,62,4,0,1
45730,30,5,0,1
45733,59,4,0,1
45734,62,3,0,1
45738,25,4,0,1
45741,43,5,0,1
45744,42,5,0,1
45746,61,2,0,1
45748,60,5,0,1
45750,45,5,0,1
45751,45,2,0,1
45753,67,5,0,1
45754,65,5,1,0
45755,57,5,1,0
45756,66,5,0,1
45757,34,4,0,1
45758,37,4,0,1
45759,30,1,1,0
45763,54,2,1,0
45764,80,4,1,0
45765,20,4,0,1
45766,42,4,1,0
45767,54,3,0,1
45768,80,3,0,1
45771,27,2,1,0
45772,52,2,0,1
45775,42,2,1,0
45777,67,5,0,1
45778,38,5,0,1
45782,46,5,1,0
45784,36,5,0,1
45785,34,2,1,0
45786,42,3,1,0
45787,66,5,1,0
45788,64,5,0,1
45790,51,3,1,0
45793,34,2,0,1
45795,33,4,0,1
45796,42,4,1,0
45799,36,2,1,0
45801,80,1,0,1
45803,53,5,0,1
45804,80,3,1,0
45805,31,5,1,0
45806,64,3,1,0
45808,80,5,0,1
45809,29,1,1,0
45810,38,2,0,1
45811,53,2,0,1
45812,29,3,0,1
45813,40,2,1,0
45815,67,1,1,0
45816,55,4,0,1
45817,67,1,0,1
45818,29,4,1,0
45819,63,1,1,0
45821,38,2,0,1
45823,78,5,0,1
45824,65,5,0,1
45825,21,3,0,1
45826,62,4,0,1
45827,29,5,0,1
45828,70,4,1,0
45829,80,3,1,0
45831,62,2,1,0
45832,44,3,0,1
45833,80,2,0,1
45834,72,5,0,1
45835,53,3,1,0
45836,52,4,0,1
45837,39,2,0,1
45838,62,4,0,1
45839,44,3,0,1
45840,49,5,1,0
45842,80,5,0,1
45845,75,4,1,0
45846,60,1,1,0
45848,39,4,1,0
45850,53,1,0,1
45851,55,2,0,1
45853,54,1,1,0
45856,55,3,0,1
45857,80,3,0,1
45858,49,2,1,0
45861,30,2,1,0
45866,24,2,1,0
45867,37,3,0,1
45868,39,4,1,0
45869,46,1,0,1
45871,77,1,1,0
45872,22,2,1,0
45874,21,2,0,1
45878,51,2,0,1
45881,32,1,1,0
45882,67,4,1,0
45883,65,3,1,0
45884,76,1,1,0
45885,45,5,0,1
45886,73,1,1,0
45887,49,2,0,1
45889,67,2,0,1
45890,71,1,1,0
45891,56,1,0,1
45894,60,4,1,0
45896,50,4,0,1
45900,29,4,0,1
45901,43,5,1,0
45902,39,4,0,1
45903,71,4,0,1
45905,68,1,0,1
45907,41,4,0,1
45909,80,3,1,0
45910,55,2,0,1
45911,54,1,1,0
45916,33,1,0,1
45918,62,2,1,0
45922,63,1,0,1
45923,20,4,1,0
45924,24,3,1,0
45925,68,5,1,0
45926,52,4,0,1
45927,45,3,1,0
45928,73,4,1,0
45929,46,4,1,0
45933,63,4,0,1
45936,49,3,0,1
45937,26,5,1,0
45939,80,4,0,1
45941,22,4,0,1
45943,57,2,1,0
45945,38,3,0,1
45946,43,3,0,1
45949,47,3,1,0
45950,77,4,0,1
45951,58,3,0,1
45952,52,3,1,0
45953,80,1,0,1
45955,47,1,1,0
45957,77,5,0,1
45959,60,3,0,1
45960,63,4,1,0
45962,48,3,1,0
45964,29,3,1,0
45965,29,5,1,0
45966,53,4,0,1
45967,40,1,0,1
45968,69,3,0,1
45970,43,4,0,1
45972,48,2,1,0
45973,53,1,1,0
45974,41,3,0,1
45977,48,3,1,0
45979,28,4,0,1
45981,28,5,0,1
45982,80,4,1,0
45984,37,3,0,1
45985,39,5,1,0
45987,67,3,1,0
45989,80,3,0,1
45990,52,3,1,0
45992,75,1,0,1
45994,47,4,0,1
45995,55,3,0,1
45997,58,1,0,1
45998,78,1,1,0
46000,31,3,1,0
46001,24,4,1,0
46003,68,3,0,1
46004,30,2,0,1
46005,25,1,0,1
46006,74,5,0,1
46007,32,4,1,0
46009,42,3,1,0
46011,41,5,1,0
46015,80,1,1,0
46016,74,3,1,0
46017,51,3,0,1
46018,23,3,0,1
46019,65,4,1,0
46020,22,4,0,1
46021,62,5,1,0
46023,27,2,0,1
46026,32,1,0,1
46027,61,5,1,0
46028,80,3,0,1
46029,59,3,0,1
46033,26,3,1,0
46034,40,4,0,1
46035,74,5,1,0
46036,80,2,0,1
46037,69,2,1,0
46038,36,3,1,0
46040,37,4,1,0
46043,40,4,0,1
46047,55,4,0,1
46049,20,3,0,1
46050,60,5,1,0
46051,80,3,0,1
46053,39,5,1,0
46057,37,2,1,0
46058,29,5,0,1
46059,73,3,0,1
46060,20,2,0,1
46061,41,4,0,1
46063,53,2,0,1
46065,31,2,0,1
46068,80,3,1,0
46069,74,3,0,1
46074,61,1,0,1
46075,56,4,1,0
46076,80,3,0,1
46077,24,5,1,0
46078,80,5,0,1
46081,67,2,0,1
46082,34,3,1,0
46083,21,3,0,1
46085,67,4,1,0
46086,27,4,1,0
46087,57,2,0,1
46090,24,5,1,0
46091,31,5,0,1
46093,33,4,0,1
46094,36,1,1,0
46095,64,2,1,0
46096,26,4,1,0
46097,74,1,1,0
46098,65,2,1,0
46100,35,4,1,0
46101,65,2,1,0
46102,50,5,0,1
46103,38,5,0,1
46104,36,2,0,1
46106,36,1,1,0
46109,31,5,1,0
46111,64,5,1,0
46112,76,3,0,1
46114,29,5,1,0
46120,61,5,1,0
46123,69,1,1,0
46124,29,2,0,1
46125,27,3,1,0
46126,65,2,0,1
46127,25,5,1,0
46129,64,2,0,1
46132,55,3,1,0
46134,28,4,0,1
46135,40,1,1,0
46137,52,1,1,0
46138,60,2,0,1
46140,73,4,1,0
46141,62,3,0,1
46143,34,5,1,0
46144,75,3,1,0
46145,80,5,0,1
46148,72,3,0,1
46149,80,3,1,0
46151,20,4,0,1
46153,24,2,0,1
46154,36,2,1,0
46158,70,3,1,0
46159,72,3,1,0
46163,26,4,1,0
46165,34,2,0,1
46166,32,4,1,0
46167,75,1,1,0
46168,55,5,0,1
46169,80,3,0,1
46170,59,3,0,1
46171,78,3,1,0
46172,66,2,1,0
46173,24,2,1,0
46174,34,4,1,0
46176,72,2,1,0
46177,23,5,1,0
46178,60,1,0,1
46180,50,4,0,1
46182,30,4,0,1
46184,58,4,0,1
46186,48,3,1,0
46187,56,1,1,0
46188,59,3,0,1
46189,68,1,0,1
46190,56,4,0,1
46191,68,4,0,1
46193,57,5,0,1
46194,75,3,0,1
46195,45,5,0,1
46196,79,4,1,0
46197,28,3,0,1
46198,37,4,1,0
46201,50,5,0,1
46202,45,4,1,0
46203,64,4,0,1
46204,80,4,1,0
46208,80,1,0,1
46209,22,3,0,1
46210,77,3,1,0
46212,34,5,1,0
46214,49,4,0,1
46217,55,4,0,1
46218,66,5,1,0
46219,22,4,1,0
46221,55,3,1,0
46222,37,1,1,0
46228,70,4,0,1
46229,20,2,0,1
46231,80,2,1,0
46232,58,3,1,0
46236,80,1,0,1
46237,21,4,0,1
46238,56,1,0,1
46239,61,3,0,1
46242,80,5,1,0
46243,62,4,1,0
46244,65,4,1,0
46245,53,4,1,0
46246,31,3,0,1
46248,65,1,0,1
46249,76,4,1,0
46251,52,3,1,0
46252,80,3,0,1
46253,76,4,1,0
46254,25,5,0,1
46255,75,2,1,0
46256,32,2,0,1
46257,38,5,0,1
46258,62,1,0,1
46261,57,1,0,1
46262,80,5,1,0
46264,80,4,0,1
46268,20,4,0,1
46269,50,1,1,0
46271,57,5,1,0
46273,80,1,0,1
46274,33,2,0,1
46275,73,3,0,1
46280,47,4,1,0
46281,70,5,1,0
46282,60,5,1,0
46283,80,1,0,1
46284,31,5,1,0
46285,37,5,0,1
46288,46,4,1,0
46289,39,2,1,0
46291,34,4,1,0
46293,68,1,1,0
46300,31,4,1,0
46303,20,3,0,1
46313,40,3,1,0
46315,76,4,0,1
46316,73,2,0,1
46317,71,2,0,1
46319,31,5,1,0
46320,45,3,0,1
46322,80,5,0,1
46325,44,3,0,1
46326,31,5,1,0
46329,38,3,0,1
46331,23,4,0,1
46333,80,3,1,0
46334,75,4,0,1
46335,42,1,1,0
46336,55,2,1,0
46337,70,4,0,1
46340,73,5,1,0
46342,27,3,1,0
46343,65,2,0,1
46345,59,4,0,1
46346,75,3,1,0
46348,58,2,1,0
46349,36,4,0,1
46351,27,1,1,0
46354,42,1,0,1
46357,45,5,0,1
46358,39,1,0,1
46359,74,1,1,0
46360,48,3,0,1
46363,63,3,0,1
46364,68,2,1,0
46365,33,5,1,0
46367,53,4,1,0
46368,68,5,0,1
46372,62,4,0,1
46375,49,4,1,0
46376,80,3,0,1
46379,49,4,0,1
46380,24,5,1,0
46383,28,3,0,1
46384,54,2,1,0
46385,42,2,1,0
46386,51,5,1,0
46387,24,4,0,1
46388,71,4,0,1
46389,79,5,1,0
46392,69,1,1,0
46394,66,4,1,0
46397,58,2,0,1
46398,80,4,0,1
46399,21,2,0,1
46400,51,5,1,0
46401,59,3,0,1
46404,80,3,1,0
46405,61,3,0,1
46406,76,3,1,0
46408,56,2,1,0
46410,54,2,0,1
46412,68,1,0,1
46413,21,4,0,1
46415,25,3,0,1
46419,72,2,0,1
46420,73,1,1,0
46422,49,3,1,0
46424,23,2,0,1
46425,50,5,1,0
46427,21,4,1,0
46428,71,3,1,0
46432,48,3,1,0
46433,42,3,0,1
46436,46,2,1,0
46440,48,4,0,1
46441,80,3,0,1
46442,66,4,0,1
46445,25,4,1,0
46447,65,1,0,1
46449,51,2,1,0
46451,75,3,0,1
46452,67,3,1,0
46455,39,3,0,1
46457,43,4,1,0
46458,61,4,1,0
46460,25,2,0,1
46461,48,4,0,1
46462,27,5,1,0
46464,72,4,1,0
46465,72,3,1,0
46467,65,4,0,1
46468,60,2,0,1
46470,66,3,1,0
46472,49,5,1,0
46473,48,1,0,1
46474,40,4,0,1
46475,60,4,1,0
46476,73,1,0,1
46477,68,4,1,0
46478,30,1,1,0
46479,47,2,1,0
46480,22,3,1,0
46481,75,5,1,0
46484,54,3,0,1
46485,53,2,0,1
46486,49,4,1,0
46490,53,3,1,0
46491,78,2,1,0
46492,66,5,0,1
46493,66,3,0,1
46495,75,4,0,1
46496,63,4,0,1
46497,64,2,1,0
46498,37,2,0,1
46499,80,1,1,0
46500,24,1,0,1
46501,74,2,0,1
46502,51,2,1,0
46503,31,4,1,0
46504,42,3,0,1
46507,80,5,1,0
46509,56,4,1,0
46510,34,2,1,0
46512,62,4,0,1
46514,61,3,0,1
46520,28,4,0,1
46522,61,4,0,1
46523,50,4,1,0
46525,29,2,0,1
46526,55,4,0,1
46528,76,4,1,0
46531,69,2,1,0
46532,40,4,1,0
46533,43,3,0,1
46534,49,5,1,0
46536,79,2,0,1
46537,59,5,1,0
46538,33,1,1,0
46540,48,2,1,0
46542,32,2,0,1
46543,36,5,1,0
46546,80,1,1,0
46547,74,3,1,0
46548,80,1,1,0
46554,48,5,1,0
46555,80,4,1,0
46559,71,4,0,1
46560,26,3,1,0
46562,70,2,1,0
46563,60,5,1,0
46564,65,1,0,1
46565,42,5,0,1
46566,48,3,0,1
46568,26,3,0,1
46569,63,3,0,1
46570,61,2,1,0
46571,61,3,0,1
46572,61,5,0,1
46574,41,5,0,1
46575,62,3,0,1
46577,62,5,1,0
46578,72,2,1,0
46580,58,3,0,1
46582,37,4,1,0
46586,63,3,0,1
46587,22,2,0,1
46588,35,4,1,0
46589,69,1,1,0
46591,53,5,1,0
46593,52,3,0,1
46594,60,3,0,1
46595,80,2,0,1
46596,44,3,1,0
46597,45,2,1,0
46598,35,3,1,0
46599,59,2,0,1
46600,47,5,0,1
46601,24,4,0,1
46603,73,3,0,1
46604,62,3,0,1
46605,25,1,0,1
46606,59,3,1,0
46607,44,4,1,0
46609,61,4,0,1
46610,37,1,0,1
46611,29,4,1,0
46613,39,1,1,0
46616,60,5,1,0
46617,47,1,1,0
46619,79,3,1,0
46620,54,5,0,1
46621,38,3,0,1
46623,54,4,0,1
46625,51,4,0,1
46626,68,3,1,0
46627,73,1,0,1
46629,80,2,1,0
46633,33,3,0,1
46634,63,4,0,1
46635,33,4,0,1
46636,76,4,0,1
46638,34,3,0,1
46642,61,1,1,0
46647,38,2,0,1
46649,42,5,0,1
46650,80,1,1,0
46651,59,4,0,1
46655,21,3,0,1
46656,70,1,1,0
46657,74,3,1,0
46659,48,3,0,1
46660,39,3,1,0
46663,46,3,1,0
46664,47,4,1,0
46665,57,5,1,0
46666,50,4,1,0
46668,28,3,1,0
46670,80,5,0,1
46671,28,3,0,1
46674,69,1,0,1
46675,23,2,0,1
46676,51,2,1,0
46677,46,1,1,0
46682,51,4,0,1
46684,38,2,0,1
46687,80,3,0,1
46688,66,3,1,0
46690,26,3,1,0
46691,40,1,0,1
46692,78,3,1,0
46694,35,5,1,0
46700,78,5,1,0
46701,27,2,1,0
46704,59,3,1,0
46705,36,3,0,1
46708,20,4,0,1
46710,60,1,1,0
46711,34,2,0,1
46712,80,4,0,1
46713,51,3,0,1
46716,52,5,0,1
46717,49,4,0,1
46722,52,4,1,0
46724,73,2,1,0
46725,35,4,0,1
46729,34,1,0,1
46731,62,3,0,1
46732,77,1,1,0
46733,41,3,0,1
46734,80,5,1,0
46736,47,5,0,1
46738,21,4,0,1
46740,44,5,0,1
46741,38,2,1,0
46744,21,4,0,1
46745,33,5,1,0
46746,37,4,0,1
46747,77,1,1,0
46750,45,1,1,0
46751,30,5,1,0
46752,39,5,0,1
46753,59,5,1,0
46754,35,3,0,1
46755,28,5,0,1
46756,77,3,0,1
46757,31,3,0,1
46759,80,1,1,0
46760,23,3,0,1
46761,65,4,0,1
46762,22,3,1,0
46763,34,2,0,1
46764,64,4,0,1
46766,20,4,0,1
46768,59,5,0,1
46769,27,4,1,0
46770,70,4,0,1
46771,26,1,1,0
46776,73,3,0,1
46777,45,4,0,1
46778,73,1,1,0
46779,80,1,1,0
46780,57,5,1,0
46781,71,2,0,1
46784,41,2,0,1
46785,80,4,0,1
46786,76,2,1,0
46787,57,5,0,1
46791,24,3,1,0
46794,51,4,0,1
46795,21,3,1,0
46799,20,3,1,0
46800,68,5,1,0
46801,29,4,1,0
46802,22,3,1,0
46803,36,5,1,0
46804,40,5,0,1
46805,80,4,0,1
46807,66,2,1,0
46808,22,3,1,0
46811,80,4,1,0
46812,58,5,0,1
46814,71,1,0,1
46816,25,5,1,0
46819,58,1,0,1
46820,36,1,0,1
46822,80,3,0,1
46823,52,4,0,1
46824,37,4,1,0
46825,55,3,0,1
46827,27,3,1,0
46828,72,3,1,0
46829,35,4,0,1
46830,62,2,0,1
46834,39,5,1,0
46835,49,3,1,0
46836,53,5,0,1
46838,75,5,1,0
46839,42,1,1,0
46840,61,4,0,1
46841,49,3,0,1
46843,54,1,1,0
46846,78,1,0,1
46847,39,5,1,0
46851,54,1,0,1
46852,31,5,0,1
46853,61,2,1,0
46854,45,4,0,1
46856,44,3,1,0
46857,72,2,0,1
46859,48,3,1,0
46861,63,5,0,1
46862,50,4,1,0
46864,46,4,0,1
46866,80,3,0,1
46867,72,3,1,0
46870,62,3,0,1
46871,22,3,1,0
46872,38,4,1,0
46874,80,3,0,1
46875,65,3,1,0
46876,61,3,0,1
46877,47,4,0,1
46879,27,4,0,1
46880,33,5,1,0
46881,28,3,0,1
46883,55,2,0,1
46884,23,2,0,1
46885,70,1,0,1
46887,21,2,0,1
46888,52,5,0,1
46891,41,2,1,0
46893,21,4,0,1
46896,45,3,0,1
46897,36,4,0,1
46898,80,2,0,1
46899,56,5,1,0
46900,54,2,1,0
46901,40,3,1,0
46902,70,3,1,0
46905,41,3,1,0
46906,52,4,1,0
46907,58,1,1,0
46909,68,4,1,0
46911,77,3,0,1
46914,44,3,1,0
46916,75,2,0,1
46917,31,4,0,1
46918,40,4,1,0
46919,61,3,0,1
46922,52,1,0,1
46924,22,3,0,1
46925,37,4,0,1
46926,73,3,1,0
46927,61,4,1,0
46928,79,3,0,1
46931,60,1,1,0
46933,62,2,1,0
46934,49,4,0,1
46935,31,3,1,0
46936,75,3,1,0
46940,62,1,1,0
46941,51,4,1,0
46942,54,1,1,0
46944,26,5,1,0
46945,80,2,0,1
46948,39,5,1,0
46950,74,1,0,1
46951,78,1,1,0
46952,22,5,0,1
46954,54,4,0,1
46955,55,2,1,0
46957,42,5,0,1
46958,20,3,1,0
46961,74,1,0,1
46962,37,4,1,0
46963,80,4,0,1
46965,44,1,1,0
46966,29,5,1,0
46968,21,2,1,0
46969,45,4,1,0
46971,67,5,0,1
46972,66,3,0,1
46973,33,4,1,0
46975,68,1,1,0
46976,38,3,0,1
46977,20,3,0,1
46979,61,3,0,1
46980,24,4,0,1
46982,64,4,0,1
46983,70,3,1,0
46984,52,4,0,1
46985,49,2,1,0
46987,56,1,1,0
46988,34,3,1,0
46989,26,1,1,0
46990,54,5,0,1
46991,80,5,0,1
46992,61,4,1,0
46995,79,5,0,1
46996,77,4,0,1
46997,41,2,0,1
46998,23,4,0,1
47001,39,4,1,0
47002,42,3,1,0
47003,21,2,1,0
47004,39,3,1,0
47005,53,1,1,0
47006,32,5,0,1
47007,34,3,1,0
47010,62,3,0,1
47011,20,4,0,1
47012,61,5,0,1
47014,61,4,1,0
47015,80,2,0,1
47019,24,1,0,1
47024,68,1,0,1
47025,57,4,0,1
47026,80,5,0,1
47028,47,1,1,0
47030,80,3,0,1
47031,50,4,0,1
47033,34,3,0,1
47035,30,3,1,0
47036,21,4,1,0
47039,30,2,0,1
47041,33,2,0,1
47042,54,4,0,1
47044,66,4,0,1
47046,72,4,0,1
47047,26,5,0,1
47048,30,4,1,0
47049,38,2,1,0
47050,37,2,0,1
47053,58,3,1,0
47055,70,4,0,1
47057,47,4,1,0
47060,31,2,1,0
47063,40,3,0,1
47064,30,2,0,1
47068,62,2,0,1
47069,49,3,1,0
47070,80,4,0,1
47071,30,3,0,1
47072,34,4,0,1
47073,71,3,1,0
47074,35,1,1,0
47077,23,4,1,0
47083,36,2,0,1
47084,55,2,1,0
47085,29,4,0,1
47086,80,3,1,0
47087,63,5,0,1
47093,20,4,0,1
47095,63,4,1,0
47096,46,5,0,1
47097,60,4,1,0
47098,38,4,1,0
47105,31,4,0,1
47106,72,5,1,0
47109,63,2,1,0
47111,47,3,1,0
47114,24,5,1,0
47115,63,5,0,1
47116,44,4,0,1
47117,27,3,1,0
47119,43,2,0,1
47120,37,5,1,0
47121,56,1,0,1
47126,24,3,1,0
47127,53,3,0,1
47130,21,2,0,1
47132,69,5,1,0
47136,62,1,0,1
47137,30,2,0,1
47141,51,4,1,0
47144,33,5,0,1
47145,70,4,0,1
47146,40,4,1,0
47147,22,4,0,1
47149,21,2,0,1
47150,34,4,1,0
47151,50,4,0,1
47152,29,3,0,1
47154,65,5,1,0
47155,20,2,0,1
47156,60,4,0,1
47157,70,5,1,0
47158,49,5,1,0
47159,47,2,0,1
47162,43,1,1,0
47163,80,3,0,1
47167,56,3,1,0
47169,64,1,1,0
47172,36,5,1,0
47173,56,4,0,1
47175,68,5,1,0
47176,74,4,1,0
47177,27,4,1,0
47179,62,5,1,0
47180,43,1,0,1
47181,36,2,1,0
47183,37,5,0,1
47184,28,1,1,0
47186,60,5,0,1
47190,65,3,1,0
47191,66,1,1,0
47201,39,3,1,0
47202,54,3,1,0
47203,73,5,1,0
47204,20,3,0,1
47205,29,3,0,1
47206,73,1,0,1
47209,30,5,0,1
47210,80,5,0,1
47212,58,1,0,1
47213,27,3,1,0
47215,33,2,1,0
47216,57,5,1,0
47217,48,2,1,0
47222,66,2,0,1
47223,39,3,1,0
47224,53,2,1,0
47226,39,3,1,0
47227,75,2,0,1
47228,46,3,1,0
47229,23,4,0,1
47230,79,3,1,0
47231,39,2,1,0
47232,52,3,0,1
47233,61,1,0,1
47234,21,4,0,1
47238,26,3,1,0
47243,77,4,1,0
47244,35,4,1,0
47245,25,5,1,0
47246,30,3,0,1
47247,33,1,1,0
47248,27,3,1,0
47252,45,2,1,0
47253,32,4,0,1
47254,51,3,1,0
47255,37,3,0,1
47256,76,1,1,0
47257,63,1,0,1
47258,61,2,1,0
47259,34,4,1,0
47261,29,2,1,0
47262,53,2,1,0
47264,80,2,0,1
47265,69,3,0,1
47270,48,1,0,1
47271,80,5,0,1
47272,78,5,1,0
47273,62,1,1,0
47274,62,4,0,1
47276,76,2,0,1
47277,75,1,1,0
47280,45,2,0,1
47281,49,4,1,0
47283,80,4,0,1
47284,22,4,1,0
47285,23,2,1,0
47286,60,3,1,0
47287,22,3,0,1
47289,40,2,0,1
47291,31,5,1,0
47292,42,1,1,0
47293,28,4,0,1
47295,79,5,0,1
47297,29,5,1,0
47298,71,4,1,0
47299,76,2,1,0
47301,49,4,1,0
47302,41,4,1,0
47303,56,1,0,1
47304,56,4,0,1
47305,39,2,1,0
47306,79,1,0,1
47308,61,2,0,1
47309,64,4,0,1
47310,67,4,0,1
47311,20,2,1,0
47313,34,5,1,0
47315,36,2,0,1
47318,53,2,1,0
47319,62,4,0,1
47320,51,2,0,1
47321,75,1,0,1
47322,74,1,1,0
47323,33,1,0,1
47324,40,5,1,0
47325,53,4,1,0
47327,53,3,1,0
47329,22,4,0,1
47331,65,1,1,0
47332,43,4,1,0
47334,53,4,1,0
47335,76,1,1,0
47336,32,5,1,0
47337,48,3,0,1
47339,49,2,0,1
47340,32,3,1,0
47343,80,4,1,0
47345,61,5,1,0
47346,21,4,1,0
47348,63,5,1,0
47350,54,4,1,0
47352,66,1,0,1
47353,30,5,1,0
47355,20,3,1,0
47356,33,1,1,0
47359,25,4,0,1
47360,30,2,1,0
47361,65,4,1,0
47362,63,5,1,0
47363,75,1,0,1
47365,66,1,0,1
47366,52,4,0,1
47368,43,1,0,1
47369,75,1,0,1
47371,63,2,0,1
47372,56,3,1,0
47374,26,5,0,1
47375,61,4,1,0
47377,53,5,1,0
47378,48,2,1,0
47380,57,2,1,0
47382,69,3,0,1
47384,64,1,1,0
47385,29,3,0,1
47386,50,3,1,0
47387,37,3,0,1
47388,63,1,0,1
47389,60,3,1,0
47391,27,3,0,1
47393,20,4,1,0
47394,80,1,1,0
47395,40,5,1,0
47396,75,5,0,1
47397,62,4,1,0
47398,28,3,1,0
47399,41,4,0,1
47402,26,5,1,0
47403,61,5,1,0
47404,50,5,1,0
47405,29,3,1,0
47407,45,5,1,0
47410,44,1,1,0
47411,38,4,1,0
47412,45,2,1,0
47413,80,3,0,1
47414,56,3,1,0
47416,36,2,1,0
47418,45,4,1,0
47419,35,1,1,0
47420,50,3,1,0
47421,65,3,1,0
47422,42,5,1,0
47425,61,3,1,0
47426,78,3,0,1
47428,80,4,1,0
47430,43,4,1,0
47432,58,5,0,1
47434,20,2,1,0
47435,24,2,0,1
47437,40,2,0,1
47438,60,5,1,0
47440,24,2,1,0
47441,20,3,0,1
47442,21,2,1,0
47444,40,5,1,0
47447,43,5,1,0
47452,56,4,1,0
47455,73,2,1,0
47458,24,2,1,0
47460,46,2,0,1
47462,26,5,0,1
47464,80,4,0,1
47465,80,4,0,1
47466,47,3,0,1
47469,55,4,1,0
47471,80,1,0,1
47472,31,4,1,0
47475,44,5,0,1
47477,59,3,0,1
47481,44,2,0,1
47485,61,5,0,1
47490,67,4,0,1
47492,80,4,1,0
47493,43,3,1,0
47497,49,4,0,1
47498,46,3,0,1
47500,57,1,0,1
47502,28,3,1,0
47505,78,4,1,0
47506,26,2,0,1
47508,26,4,1,0
47511,71,1,1,0
47512,52,5,1,0
47513,50,2,0,1
47518,77,4,1,0
47519,49,3,1,0
47520,56,5,1,0
47522,58,4,1,0
47523,54,5,0,1
47524,76,1,1,0
47527,80,5,1,0
47528,40,5,0,1
47529,80,1,1,0
47532,62,4,0,1
47533,63,5,0,1
47534,51,4,1,0
47535,30,2,0,1
47536,28,4,0,1
47537,54,5,1,0
47538,28,4,0,1
47541,31,2,1,0
47543,22,3,0,1
47544,27,3,1,0
47550,36,1,0,1
47551,72,2,1,0
47552,56,5,1,0
47553,49,1,0,1
47558,39,4,1,0
47560,71,4,0,1
47563,52,3,1,0
47564,46,4,0,1
47567,58,4,0,1
47571,38,3,1,0
47572,68,2,0,1
47574,51,1,0,1
47575,24,2,1,0
47577,24,2,1,0
47578,55,5,1,0
47579,68,1,1,0
47580,48,2,0,1
47586,27,4,0,1
47587,80,2,0,1
47588,77,4,0,1
47589,51,4,1,0
47590,49,4,0,1
47593,27,3,1,0
47594,80,5,1,0
47596,23,2,0,1
47598,22,1,1,0
47600,38,5,1,0
47601,80,5,0,1
47602,53,4,0,1
47603,52,2,1,0
47607,51,4,1,0
47610,63,1,1,0
47613,80,5,0,1
47614,75,1,0,1
47615,34,1,1,0
47619,37,3,0,1
47620,71,1,0,1
47621,58,2,0,1
47623,55,4,1,0
47624,58,3,0,1
47626,67,5,0,1
47627,62,3,1,0
47631,71,4,1,0
47632,21,4,0,1
47633,33,2,0,1
47635,66,4,1,0
47636,74,1,1,0
47637,40,4,1,0
47640,49,4,0,1
47642,61,4,1,0
47643,80,4,1,0
47646,80,1,0,1
47648,72,5,0,1
47649,33,3,1,0
47650,63,5,0,1
47651,80,1,0,1
47652,38,2,1,0
47653,23,3,1,0
47654,37,3,0,1
47659,43,5,1,0
47660,22,3,1,0
47661,72,3,1,0
47662,33,5,1,0
47666,24,5,1,0
47668,68,2,0,1
47671,59,3,0,1
47673,80,4,1,0
47675,24,3,0,1
47677,57,2,0,1
47678,62,3,1,0
47683,80,1,1,0
47685,53,1,1,0
47689,79,4,0,1
47694,49,2,1,0
47696,62,5,1,0
47697,50,1,0,1
47698,55,5,1,0
47699,71,2,0,1
47701,60,5,1,0
47702,29,4,0,1
47704,36,3,0,1
47705,74,4,1,0
47706,44,5,0,1
47708,35,1,0,1
47709,59,1,0,1
47711,29,5,0,1
47712,43,1,1,0
47715,80,3,0,1
47716,48,5,1,0
47717,21,4,0,1
47721,61,5,1,0
47724,42,1,0,1
47725,70,1,1,0
47727,42,5,0,1
47728,73,1,0,1
47730,67,1,0,1
