SEQN,age,education,male,female
67288,24,5,1,0
67290,25,4,1,0
67291,74,5,0,1
67293,53,5,1,0
67294,44,3,0,1
67297,29,3,1,0
67298,24,3,0,1
67300,72,4,1,0
67305,20,4,0,1
67306,51,2,1,0
67307,20,3,1,0
67308,21,3,1,0
67309,72,5,1,0
67310,46,2,1,0
67311,27,4,0,1
67312,45,3,1,0
67314,62,4,1,0
67315,51,3,0,1
67316,48,3,0,1
67318,26,5,1,0
67321,53,4,1,0
67322,20,4,1,0
67326,47,4,0,1
67327,75,3,1,0
67329,61,4,0,1
67330,46,2,1,0
67332,45,5,0,1
67333,42,5,1,0
67334,32,3,0,1
67335,30,5,0,1
67337,73,4,0,1
67338,24,3,1,0
67339,70,5,1,0
67340,58,2,0,1
67341,74,1,1,0
67342,48,1,0,1
67343,58,4,1,0
67344,60,5,1,0
67346,80,3,1,0
67347,80,1,1,0
67349,42,4,1,0
67352,40,5,0,1
67353,61,5,1,0
67355,22,4,0,1
67356,49,3,0,1
67357,23,4,1,0
67359,74,5,1,0
67361,59,1,1,0
67362,47,1,0,1
67363,61,1,1,0
67365,58,4,0,1
67367,32,3,0,1
67368,23,3,0,1
67370,41,4,1,0
67373,64,2,0,1
67375,45,2,0,1
67376,57,4,0,1
67380,58,4,0,1
67381,50,4,1,0
67385,47,3,1,0
67386,46,1,0,1
67387,74,2,1,0
67388,35,5,1,0
67389,62,1,1,0
67390,56,5,0,1
67391,30,4,0,1
67392,41,5,1,0
67393,29,5,0,1
67395,55,2,0,1
67397,20,4,1,0
67399,55,3,0,1
67400,61,5,1,0
67402,59,4,0,1
67404,63,4,0,1
67406,48,5,1,0
67407,64,3,1,0
67408,52,3,0,1
67409,45,3,0,1
67411,43,1,1,0
67412,77,4,1,0
67413,80,3,1,0
67414,77,2,0,1
67417,58,5,0,1
67418,80,2,0,1
67420,22,3,1,0
67424,32,3,0,1
67425,37,2,1,0
67426,24,4,0,1
67427,24,5,1,0
67428,72,3,1,0
67429,65,2,0,1
67431,61,2,1,0
67433,65,5,1,0
67434,56,5,1,0
67435,80,5,1,0
67436,23,4,0,1
67438,61,2,1,0
67439,36,5,0,1
67440,61,4,0,1
67441,80,5,1,0
67442,39,5,0,1
67445,38,2,0,1
67446,30,3,1,0
67447,57,5,0,1
67449,48,5,0,1
67450,55,4,1,0
67452,60,4,0,1
67454,76,3,0,1
67455,70,3,1,0
67457,49,4,1,0
67459,24,5,0,1
67460,80,4,0,1
67462,38,3,0,1
67463,28,5,1,0
67465,58,5,0,1
67466,55,2,1,0
67467,80,3,1,0
67469,23,4,1,0
67470,37,4,0,1
67471,45,3,0,1
67473,79,4,0,1
67474,38,4,1,0
67475,52,3,1,0
67477,57,3,0,1
67480,62,4,0,1
67481,69,4,0,1
67483,64,1,0,1
67484,23,2,0,1
67486,41,4,0,1
67487,75,2,0,1
67488,29,5,1,0
67489,80,5,0,1
67490,34,3,1,0
67492,32,5,0,1
67493,76,3,1,0
67494,34,2,1,0
67499,73,4,1,0
67501,62,4,0,1
67502,56,5,1,0
67503,45,5,0,1
67504,37,3,0,1
67505,61,5,0,1
67507,28,4,1,0
67509,79,5,1,0
67511,21,3,0,1
67513,53,3,1,0
67515,56,3,0,1
67516,47,4,0,1
67517,36,5,0,1
67519,63,2,1,0
67520,79,3,1,0
67521,76,2,0,1
67522,26,4,0,1
67523,54,3,1,0
67525,67,5,1,0
67526,33,1,1,0
67527,29,4,0,1
67530,52,5,1,0
67532,71,1,0,1
67534,56,4,0,1
67535,63,4,0,1
67537,33,5,1,0
67538,25,1,1,0
67539,27,1,0,1
67542,30,3,0,1
67544,55,4,0,1
67545,22,3,0,1
67546,30,4,0,1
67548,68,4,0,1
67549,25,2,1,0
67551,28,5,0,1
67554,61,5,0,1
67555,56,3,0,1
67560,68,1,1,0
67563,80,3,0,1
67564,43,4,0,1
67566,80,4,0,1
67567,69,4,1,0
67571,35,4,0,1
67573,80,1,0,1
67577,60,4,0,1
67580,67,2,0,1
67582,29,2,0,1
67584,38,3,1,0
67585,55,2,0,1
67586,54,2,0,1
67587,80,5,0,1
67589,79,3,1,0
67590,31,3,1,0
67591,40,5,1,0
67592,47,5,1,0
67594,43,5,1,0
67595,49,4,1,0
67596,63,5,1,0
67597,41,5,0,1
67598,80,1,0,1
67602,43,3,1,0
67603,62,4,0,1
67604,24,5,0,1
67606,48,2,1,0
67607,63,3,0,1
67613,21,4,0,1
67614,53,1,1,0
67616,63,2,1,0
67618,80,4,0,1
67619,53,5,1,0
67620,54,4,1,0
67621,27,3,0,1
67622,29,3,0,1
67624,30,5,1,0
67625,80,1,0,1
67627,25,5,1,0
67628,22,4,0,1
67629,70,5,0,1
67631,36,2,1,0
67632,51,1,0,1
67635,65,1,1,0
67640,58,3,1,0
67642,24,2,0,1
67643,76,4,1,0
67644,56,5,1,0
67646,48,4,1,0
67647,70,3,0,1
67649,41,2,0,1
67651,26,4,0,1
67652,46,3,1,0
67653,39,4,0,1
67656,53,2,1,0
67658,77,5,1,0
67661,80,1,1,0
67665,33,4,0,1
67666,64,3,0,1
67667,35,5,1,0
67668,70,4,0,1
67670,52,4,0,1
67675,66,1,1,0
67677,36,4,1,0
67681,33,5,0,1
67683,56,4,0,1
67690,40,4,0,1
67694,62,2,1,0
67695,55,4,0,1
67696,67,3,0,1
67698,63,4,0,1
67699,32,3,1,0
67700,69,4,1,0
67701,54,4,1,0
67703,72,4,1,0
67705,78,1,1,0
67707,46,3,1,0
67708,49,2,1,0
67709,60,2,1,0
67710,50,1,1,0
67713,62,5,1,0
67714,75,1,1,0
67716,60,2,1,0
67717,66,1,1,0
67718,49,4,0,1
67719,35,4,1,0
67720,64,4,1,0
67721,80,1,0,1
67722,20,4,1,0
67725,68,1,0,1
67726,50,2,0,1
67727,32,4,0,1
67728,66,4,1,0
67732,62,2,1,0
67737,25,5,0,1
67740,52,3,1,0
67741,28,4,0,1
67743,51,3,1,0
67745,72,4,0,1
67751,20,3,0,1
67754,36,5,0,1
67756,28,5,1,0
67761,20,3,1,0
67762,53,3,1,0
67763,37,5,0,1
67764,76,1,1,0
67766,62,4,0,1
67767,56,3,0,1
67769,54,1,0,1
67772,73,3,0,1
67773,60,5,0,1
67774,34,4,1,0
67775,29,3,0,1
67776,54,1,1,0
67778,31,4,1,0
67779,56,5,0,1
67781,41,5,0,1
67782,44,4,1,0
67785,38,2,0,1
67786,45,2,1,0
67787,44,5,1,0
67788,62,4,1,0
67789,20,2,0,1
67791,80,4,0,1
67793,39,3,1,0
67794,51,1,1,0
67795,41,3,1,0
67797,45,3,1,0
67798,51,4,1,0
67799,38,4,0,1
67808,80,1,0,1
67812,66,1,1,0
67813,67,4,1,0
67817,55,4,1,0
67818,21,5,0,1
67819,79,4,0,1
67820,47,5,0,1
67822,80,1,0,1
67824,40,5,1,0
67826,51,5,1,0
67827,53,4,1,0
67828,67,1,1,0
67832,71,2,0,1
67833,80,2,1,0
67834,33,4,0,1
67836,24,4,1,0
67838,52,4,1,0
67839,61,5,1,0
67840,28,4,1,0
67841,58,5,1,0
67842,63,2,0,1
67844,23,4,1,0
67845,49,4,1,0
67847,43,4,0,1
67848,66,1,1,0
67850,64,5,0,1
67853,37,3,1,0
67854,80,3,1,0
67855,58,5,1,0
67857,25,5,0,1
67858,68,4,0,1
67861,60,5,1,0
67863,50,4,0,1
67864,22,4,0,1
67865,59,5,1,0
67866,60,5,0,1
67870,20,5,0,1
67872,78,1,0,1
67873,50,1,0,1
67874,69,4,1,0
67877,79,3,0,1
67879,45,4,0,1
67885,80,3,0,1
67887,67,4,0,1
67889,42,5,0,1
67891,29,5,0,1
67893,34,5,1,0
67894,80,1,1,0
67897,71,5,0,1
67898,60,2,0,1
67899,80,2,1,0
67900,24,4,1,0
67901,73,2,0,1
67902,21,3,1,0
67907,37,3,0,1
67908,28,4,1,0
67912,65,5,1,0
67915,24,5,1,0
67916,39,4,0,1
67917,27,4,1,0
67919,59,4,0,1
67921,80,4,0,1
67924,45,5,0,1
67925,51,4,0,1
67926,40,5,0,1
67927,32,5,1,0
67928,34,4,0,1
67929,20,4,0,1
67930,59,5,1,0
67935,35,5,1,0
67937,74,1,0,1
67938,27,5,0,1
67939,72,1,1,0
67940,66,4,1,0
67941,26,2,0,1
67947,79,3,1,0
67948,27,4,1,0
67951,59,3,0,1
67952,65,1,0,1
67957,50,2,1,0
67958,43,3,0,1
67960,40,5,0,1
67962,40,4,0,1
67964,31,2,0,1
67965,74,5,1,0
67966,20,4,1,0
67967,52,4,1,0
67969,40,4,0,1
67970,72,4,1,0
67972,30,4,1,0
67974,27,4,1,0
67975,76,1,0,1
67976,34,5,1,0
67977,56,4,0,1
67978,60,4,0,1
67979,65,4,1,0
67982,42,4,1,0
67983,47,5,0,1
67984,20,4,1,0
67986,63,5,0,1
67989,22,3,0,1
67991,57,2,1,0
67992,41,4,1,0
67993,60,1,1,0
67995,70,2,1,0
67997,25,5,0,1
67998,52,5,0,1
67999,52,5,0,1
68000,65,5,1,0
68001,79,2,1,0
68003,72,4,1,0
68004,33,5,0,1
68005,21,4,1,0
68007,33,4,0,1
68008,80,3,1,0
68010,63,2,1,0
68011,27,4,0,1
68012,70,3,0,1
68013,60,5,0,1
68016,56,4,0,1
68017,68,3,0,1
68020,80,2,0,1
68021,34,2,1,0
68022,58,4,1,0
68023,25,5,1,0
68024,26,3,0,1
68027,41,4,0,1
68028,66,3,0,1
68029,60,3,1,0
68030,20,4,1,0
68032,80,5,0,1
68034,68,2,0,1
68035,78,4,0,1
68038,68,3,1,0
68040,25,4,1,0
68041,63,3,1,0
68042,23,2,1,0
68043,32,4,0,1
68044,58,5,0,1
68046,65,3,0,1
68050,80,3,0,1
68051,51,5,1,0
68052,39,2,1,0
68058,50,4,1,0
68059,29,2,1,0
68061,35,5,0,1
68062,28,4,1,0
68063,51,3,1,0
68064,80,3,0,1
68065,20,4,0,1
68066,63,5,0,1
68068,79,5,0,1
68069,66,3,0,1
68070,47,3,1,0
68071,27,5,1,0
68073,58,4,1,0
68075,59,4,1,0
68076,30,4,1,0
68077,72,2,0,1
68078,38,3,0,1
68079,49,5,0,1
68080,39,4,0,1
68084,20,4,1,0
68086,27,3,0,1
68089,46,5,1,0
68091,74,1,0,1
68093,47,2,1,0
68095,41,4,0,1
68096,80,4,1,0
68099,35,1,0,1
68100,65,1,0,1
68101,80,5,1,0
68102,75,1,1,0
68105,58,4,0,1
68106,72,3,0,1
68109,45,3,1,0
68110,60,5,1,0
68112,52,5,1,0
68115,80,4,0,1
68117,28,3,1,0
68119,30,4,1,0
68120,25,4,0,1
68121,70,5,1,0
68122,70,4,1,0
68123,80,1,1,0
68124,22,4,1,0
68127,50,3,0,1
68128,58,4,1,0
68129,78,2,0,1
68131,39,4,0,1
68133,44,4,1,0
68134,32,4,1,0
68135,50,4,1,0
68137,68,2,0,1
68139,52,3,0,1
68140,30,3,1,0
68142,36,5,1,0
68143,80,4,0,1
68144,29,4,0,1
68145,62,1,1,0
68147,75,4,1,0
68151,29,2,1,0
68152,56,3,1,0
68154,56,4,1,0
68155,40,5,0,1
68156,61,4,0,1
68157,24,4,0,1
68159,66,5,1,0
68169,23,4,0,1
68170,37,4,1,0
68171,58,1,0,1
68173,38,3,1,0
68176,58,2,0,1
68177,62,5,1,0
68180,31,5,1,0
68181,74,3,1,0
68182,47,3,1,0
68183,28,3,0,1
68185,29,4,1,0
68188,70,2,0,1
68191,56,3,0,1
68195,74,3,1,0
68196,45,4,0,1
68197,59,3,1,0
68198,32,4,1,0
68199,30,5,0,1
68200,51,4,1,0
68203,78,4,0,1
68205,51,3,1,0
68206,35,5,0,1
68207,36,2,1,0
68210,27,5,1,0
68212,80,1,0,1
68213,41,1,0,1
68216,60,5,1,0
68219,20,3,1,0
68222,36,2,1,0
68226,38,5,0,1
68227,56,3,0,1
68229,36,5,0,1
68230,22,4,0,1
68234,68,4,1,0
68235,79,1,1,0
68236,41,4,0,1
68237,63,4,1,0
68244,49,1,1,0
68245,24,2,0,1
68247,80,3,0,1
68249,60,4,1,0
68250,50,5,0,1
68251,34,2,0,1
68252,45,5,0,1
68254,55,5,0,1
68255,60,5,1,0
68256,46,4,0,1
68260,61,2,1,0
68261,80,3,0,1
68262,64,3,0,1
68263,63,5,0,1
68270,48,2,0,1
68271,43,4,1,0
68273,31,5,1,0
68275,71,4,1,0
68276,80,4,0,1
68277,61,4,1,0
68279,20,4,1,0
68281,27,3,1,0
68282,54,1,0,1
68283,54,3,0,1
68285,49,3,0,1
68288,28,2,1,0
68290,74,3,0,1
68291,69,3,1,0
68293,54,4,1,0
68295,20,2,0,1
68296,69,3,0,1
68301,59,3,1,0
68309,57,5,1,0
68310,47,5,0,1
68311,33,3,0,1
68312,35,4,0,1
68314,31,3,1,0
68316,70,4,0,1
68318,80,5,0,1
68319,43,5,0,1
68321,80,3,1,0
68322,32,4,1,0
68324,27,5,0,1
68327,80,5,1,0
68330,69,2,0,1
68331,66,4,1,0
68334,38,3,0,1
68337,36,4,1,0
68338,51,3,1,0
68339,46,3,1,0
68341,64,2,0,1
68342,59,1,1,0
68343,52,4,1,0
68344,40,4,1,0
68348,32,5,1,0
68351,27,5,1,0
68352,75,1,0,1
68353,36,5,1,0
68354,45,4,1,0
68356,73,4,0,1
68364,63,1,1,0
68365,64,4,1,0
68367,78,2,1,0
68369,80,4,0,1
68374,45,5,1,0
68375,52,4,0,1
68376,61,1,0,1
68377,74,4,1,0
68380,43,5,0,1
68384,23,4,0,1
68385,22,3,0,1
68386,30,3,1,0
68387,70,5,0,1
68390,25,2,0,1
68391,80,1,0,1
68392,61,4,0,1
68393,20,4,0,1
68394,58,5,0,1
68397,55,2,0,1
68401,43,1,1,0
68403,36,2,0,1
68404,65,4,0,1
68407,80,1,0,1
68411,30,5,0,1
68412,32,2,1,0
68414,77,3,1,0
68415,43,2,0,1
68416,63,3,1,0
68418,70,2,0,1
68419,70,4,0,1
68420,22,4,1,0
68422,60,4,0,1
68423,42,5,0,1
68424,72,1,1,0
68425,56,5,1,0
68427,21,4,0,1
68428,44,2,0,1
68429,27,5,1,0
68432,80,3,1,0
68434,67,2,0,1
68436,51,4,0,1
68438,43,3,1,0
68440,46,4,1,0
68441,51,4,0,1
68442,42,1,0,1
68443,73,5,1,0
68444,23,3,1,0
68445,70,4,1,0
68446,68,5,0,1
68447,68,4,0,1
68448,28,5,0,1
68450,47,4,0,1
68451,24,4,1,0
68452,69,2,0,1
68453,79,3,0,1
68454,28,4,1,0
68455,27,3,1,0
68458,44,1,1,0
68462,49,2,1,0
68464,61,4,0,1
68465,80,1,0,1
68466,33,3,1,0
68467,47,5,0,1
68468,61,1,1,0
68469,25,4,1,0
68470,56,3,1,0
68473,28,3,1,0
68474,35,5,1,0
68477,21,4,1,0
68478,41,4,1,0
68482,77,3,0,1
68484,47,4,1,0
68485,64,5,0,1
68488,58,5,0,1
68491,80,2,1,0
68493,29,5,1,0
68494,38,3,0,1
68495,78,3,0,1
68496,56,2,1,0
68497,34,5,0,1
68498,63,4,0,1
68499,58,4,1,0
68500,80,5,0,1
68501,52,4,1,0
68502,27,5,1,0
68505,57,3,1,0
68506,77,4,0,1
68507,49,5,0,1
68508,31,5,0,1
68509,26,4,0,1
68510,65,2,1,0
68512,57,2,0,1
68513,69,4,0,1
68516,30,5,1,0
68517,28,1,1,0
68518,25,5,0,1
68521,28,4,0,1
68523,62,2,0,1
68525,39,3,0,1
68526,31,2,1,0
68528,70,4,0,1
68529,80,4,0,1
68531,60,4,1,0
68536,60,3,0,1
68537,34,5,0,1
68538,72,2,1,0
68539,72,2,1,0
68544,66,4,1,0
68545,63,1,1,0
68547,21,5,0,1
68548,66,5,0,1
68549,67,1,1,0
68550,80,4,0,1
68551,80,1,0,1
68553,61,3,0,1
68556,50,4,0,1
68557,71,3,1,0
68558,62,1,0,1
68559,80,3,1,0
68560,28,4,0,1
68561,65,5,0,1
68564,35,4,0,1
68565,65,5,0,1
68567,54,2,0,1
68568,27,4,1,0
68569,56,4,0,1
68570,49,3,1,0
68571,53,4,1,0
68572,42,5,1,0
68573,64,2,1,0
68574,20,4,1,0
68575,42,5,0,1
68580,47,4,0,1
68581,43,5,1,0
68582,42,4,0,1
68586,20,4,0,1
68589,54,4,1,0
68591,67,5,1,0
68592,34,4,1,0
68593,63,5,0,1
68594,80,3,1,0
68595,50,2,0,1
68597,73,5,0,1
68601,26,4,1,0
68602,36,2,1,0
68605,46,3,0,1
68606,62,1,0,1
68608,80,5,0,1
68612,55,4,0,1
68613,61,4,0,1
68614,73,2,1,0
68619,30,4,1,0
68620,36,4,1,0
68622,70,4,0,1
68623,28,4,1,0
68624,45,2,1,0
68625,24,4,1,0
68626,70,4,0,1
68627,70,3,0,1
68630,32,2,1,0
68632,65,5,0,1
68633,38,3,0,1
68635,58,4,0,1
68637,33,4,0,1
68640,28,5,0,1
68645,75,5,0,1
68646,45,2,0,1
68647,54,2,1,0
68648,30,5,0,1
68651,32,5,0,1
68652,34,4,1,0
68657,67,1,1,0
68660,24,1,1,0
68661,64,5,0,1
68662,37,4,0,1
68663,48,3,0,1
68665,51,3,0,1
68667,51,5,1,0
68669,51,2,1,0
68672,46,3,1,0
68673,62,4,1,0
68675,73,5,0,1
68676,51,3,0,1
68678,43,1,1,0
68679,43,4,1,0
68680,22,5,0,1
68681,66,3,1,0
68682,79,1,0,1
68683,20,2,0,1
68686,25,5,0,1
68687,45,4,0,1
68688,35,5,1,0
68689,70,1,0,1
68690,29,3,0,1
68693,28,4,1,0
68694,57,5,1,0
68695,20,4,1,0
68696,44,5,1,0
68701,27,2,0,1
68702,56,3,1,0
68703,63,5,1,0
68706,26,4,1,0
68707,54,5,1,0
68708,61,1,0,1
68709,30,2,0,1
68710,40,4,1,0
68711,26,5,1,0
68713,22,2,0,1
68714,55,4,0,1
68715,54,3,1,0
68717,80,2,1,0
68720,53,3,0,1
68721,39,3,0,1
68722,40,2,1,0
68724,27,4,0,1
68726,52,4,0,1
68730,80,4,1,0
68732,33,4,0,1
68733,54,3,1,0
68736,45,3,0,1
68737,42,2,1,0
68738,22,3,1,0
68739,31,3,1,0
68740,64,4,1,0
68741,31,1,0,1
68744,33,3,1,0
68745,61,4,0,1
68746,60,3,0,1
68748,70,4,1,0
68749,21,3,0,1
68751,39,4,1,0
68752,45,2,1,0
68753,43,5,0,1
68754,57,4,1,0
68758,78,2,1,0
68760,24,4,1,0
68762,34,4,0,1
68763,26,2,1,0
68765,25,4,1,0
68767,68,4,0,1
68768,77,1,0,1
68769,56,5,0,1
68770,39,1,0,1
68771,24,4,0,1
68772,80,4,1,0
68773,56,3,0,1
68774,21,4,1,0
68780,78,5,1,0
68781,34,5,1,0
68783,22,3,1,0
68786,80,5,1,0
68787,65,5,1,0
68790,55,4,0,1
68791,45,4,0,1
68793,73,5,1,0
68794,74,4,1,0
68797,27,3,1,0
68799,70,2,1,0
68802,40,4,0,1
68803,21,4,0,1
68804,31,2,1,0
68807,35,5,0,1
68808,58,4,1,0
68810,80,3,1,0
68812,42,4,1,0
68813,24,2,0,1
68814,32,4,1,0
68816,58,3,0,1
68817,32,4,1,0
68818,62,3,1,0
68819,47,2,1,0
68823,64,3,1,0
68824,80,2,0,1
68825,51,1,1,0
68827,43,5,1,0
68828,24,5,1,0
68830,39,5,0,1
68831,79,5,0,1
68833,41,3,1,0
68835,49,1,1,0
68836,60,5,1,0
68837,35,5,0,1
68839,80,5,1,0
68840,31,4,1,0
68841,49,4,1,0
68842,43,4,0,1
68843,52,1,1,0
68845,75,3,0,1
68846,49,5,0,1
68847,21,4,1,0
68850,27,3,1,0
68853,37,4,0,1
68854,65,1,1,0
68855,70,4,1,0
68859,39,4,0,1
68860,34,2,1,0
68864,57,1,0,1
68865,62,4,1,0
68866,22,4,1,0
68868,80,4,0,1
68869,54,4,0,1
68871,37,5,1,0
68872,34,3,1,0
68873,24,5,0,1
68874,55,3,1,0
68875,52,3,1,0
68876,78,3,0,1
68877,48,3,1,0
68881,35,2,0,1
68882,48,5,0,1
68883,53,2,1,0
68884,54,3,0,1
68886,44,5,0,1
68888,74,4,1,0
68892,75,3,1,0
68894,36,4,1,0
68895,74,1,0,1
68899,48,3,1,0
68901,47,5,0,1
68902,78,4,0,1
68903,75,4,0,1
68907,26,5,0,1
68908,59,3,0,1
68910,74,2,1,0
68912,80,1,0,1
68913,27,2,0,1
68914,52,3,0,1
68915,48,5,0,1
68916,56,1,1,0
68917,33,5,1,0
68918,55,1,1,0
68919,37,5,0,1
68920,48,4,0,1
68922,74,3,0,1
68924,20,4,1,0
68925,80,3,1,0
68928,41,2,1,0
68931,22,4,1,0
68933,72,4,1,0
68934,47,1,0,1
68935,46,3,1,0
68936,36,3,0,1
68937,31,3,1,0
68944,79,4,0,1
68945,27,3,0,1
68946,64,3,0,1
68947,65,3,0,1
68948,36,4,0,1
68949,63,1,1,0
68950,38,2,0,1
68952,80,5,0,1
68953,32,3,0,1
68955,59,5,1,0
68959,43,3,0,1
68961,64,5,0,1
68964,20,3,1,0
68966,63,4,0,1
68967,20,4,1,0
68971,21,3,0,1
68972,60,1,0,1
68976,44,5,1,0
68977,80,1,1,0
68978,39,4,1,0
68979,36,5,0,1
68980,20,2,1,0
68981,80,5,0,1
68982,27,3,0,1
68983,67,5,1,0
68988,72,1,1,0
68989,34,3,1,0
68990,53,1,1,0
68991,40,2,1,0
68992,53,4,0,1
68993,34,3,0,1
68995,75,5,1,0
68996,24,4,1,0
68998,43,5,0,1
69001,68,3,1,0
69005,77,4,0,1
69006,38,4,0,1
69007,55,2,1,0
69008,65,4,0,1
69009,56,5,1,0
69010,80,4,0,1
69011,59,4,0,1
69013,35,3,1,0
69014,78,4,1,0
69017,58,5,1,0
69018,39,2,1,0
69019,44,3,0,1
69020,42,4,1,0
69022,48,4,0,1
69024,65,5,1,0
69025,60,1,1,0
69027,37,3,1,0
69030,36,4,1,0
69031,22,3,1,0
69032,64,1,0,1
69034,33,2,1,0
69035,68,4,1,0
69036,76,2,1,0
69037,41,2,1,0
69038,29,5,0,1
69039,39,4,1,0
69040,46,5,0,1
69042,33,3,1,0
69045,65,4,0,1
69047,61,5,0,1
69049,71,3,1,0
69052,40,4,0,1
69053,43,3,0,1
69054,43,3,1,0
69055,28,4,0,1
69056,39,5,1,0
69057,39,4,0,1
69058,43,1,1,0
69060,20,4,1,0
69061,49,5,0,1
69062,70,3,0,1
69065,28,5,1,0
69066,74,4,1,0
69067,53,5,1,0
69068,39,5,0,1
69077,58,2,0,1
69078,59,5,0,1
69079,32,5,1,0
69081,23,4,0,1
69085,49,2,0,1
69086,25,5,0,1
69088,67,4,0,1
69089,61,5,1,0
69091,52,3,1,0
69097,31,2,1,0
69100,77,5,0,1
69101,58,1,1,0
69102,61,3,0,1
69103,22,1,1,0
69105,55,1,1,0
69107,69,3,1,0
69108,30,2,1,0
69110,56,3,0,1
69112,23,4,0,1
69114,37,3,0,1
69115,79,1,1,0
69117,28,4,1,0
69120,39,4,0,1
69123,63,4,0,1
69125,49,3,0,1
69130,47,3,1,0
69131,25,3,0,1
69135,40,5,1,0
69136,36,4,0,1
69137,56,4,1,0
69140,80,3,1,0
69141,80,1,1,0
69142,72,5,1,0
69144,71,3,0,1
69146,41,3,1,0
69147,39,5,1,0
69149,62,3,1,0
69151,57,5,1,0
69152,21,3,1,0
69154,66,3,1,0
69157,21,3,0,1
69158,44,2,1,0
69159,22,5,0,1
69161,20,2,1,0
69162,72,4,1,0
69164,80,5,0,1
69165,72,5,1,0
69166,60,5,1,0
69167,80,2,0,1
69168,75,1,1,0
69170,51,1,0,1
69171,40,4,0,1
69172,65,4,0,1
69175,32,4,0,1
69176,57,3,0,1
69177,66,5,1,0
69178,28,4,0,1
69181,37,1,0,1
69184,56,2,1,0
69185,60,2,1,0
69187,22,1,0,1
69196,27,4,1,0
69199,60,2,1,0
69200,34,5,1,0
69201,44,5,0,1
69203,66,5,0,1
69205,47,3,0,1
69206,80,1,1,0
69207,30,3,0,1
69208,80,2,0,1
69209,47,4,0,1
69210,23,5,1,0
69212,38,2,1,0
69213,47,5,0,1
69216,35,4,1,0
69220,21,2,0,1
69221,51,5,0,1
69223,24,5,1,0
69224,59,1,0,1
69227,62,4,0,1
69229,43,4,1,0
69236,33,4,1,0
69237,49,5,0,1
69241,36,5,1,0
69242,25,2,1,0
69243,45,5,0,1
69245,29,5,0,1
69247,80,4,0,1
69248,43,3,0,1
69249,34,2,1,0
69250,56,5,0,1
69253,45,2,0,1
69255,80,5,1,0
69256,56,2,1,0
69257,25,4,0,1
69258,51,5,0,1
69259,30,5,1,0
69261,51,4,0,1
69263,73,1,1,0
69264,69,5,1,0
69266,27,2,1,0
69267,29,5,1,0
69270,66,4,1,0
69272,43,1,0,1
69274,21,5,0,1
69277,24,5,1,0
69278,78,5,0,1
69279,58,5,0,1
69280,80,3,0,1
69283,73,2,0,1
69284,53,4,1,0
69285,26,4,0,1
69286,39,5,1,0
69287,54,4,1,0
69288,69,2,0,1
69295,49,4,1,0
69299,72,2,1,0
69300,23,4,1,0
69301,64,4,0,1
69307,58,2,1,0
69309,45,4,0,1
69314,50,2,1,0
69319,42,3,1,0
69320,58,4,0,1
69321,55,5,1,0
69322,34,3,1,0
69323,63,3,1,0
69324,42,4,1,0
69325,36,5,0,1
69328,71,5,0,1
69329,50,2,0,1
69330,24,2,0,1
69333,76,1,0,1
69334,58,2,0,1
69335,54,4,1,0
69336,30,3,1,0
69337,23,2,0,1
69339,22,1,1,0
69342,23,3,1,0
69343,20,4,1,0
69344,21,2,1,0
69347,49,1,1,0
69349,74,5,1,0
69350,77,5,0,1
69351,31,4,0,1
69354,42,1,1,0
69355,27,3,0,1
69356,62,4,0,1
69361,66,2,1,0
69363,22,3,0,1
69365,59,1,0,1
69366,73,4,0,1
69368,52,4,1,0
69369,66,1,1,0
69371,32,2,1,0
69372,24,4,1,0
69373,20,4,0,1
69374,52,1,0,1
69375,40,4,1,0
69377,70,5,1,0
69378,20,3,0,1
69379,30,3,1,0
69380,20,3,1,0
69386,52,3,1,0
69387,25,3,1,0
69388,61,3,1,0
69389,22,3,0,1
69390,62,2,1,0
69391,52,4,0,1
69392,35,5,1,0
69393,33,4,1,0
69394,25,4,0,1
69395,25,4,1,0
69397,46,5,1,0
69399,58,5,1,0
69400,45,3,1,0
69402,59,5,0,1
69403,61,5,1,0
69404,57,4,1,0
69405,59,4,1,0
69409,50,5,0,1
69410,46,4,0,1
69411,75,5,1,0
69412,75,1,0,1
69413,50,4,0,1
69417,27,4,1,0
69418,71,5,1,0
69419,57,5,1,0
69420,80,3,0,1
69421,68,4,0,1
69422,37,4,0,1
69425,66,5,0,1
69427,44,4,1,0
69428,42,4,0,1
69430,67,1,0,1
69431,79,5,0,1
69433,53,1,1,0
69434,43,4,0,1
69435,80,5,0,1
69436,46,4,1,0
69439,67,2,1,0
69443,29,4,0,1
69445,41,2,0,1
69446,25,1,1,0
69449,46,4,1,0
69450,39,5,0,1
69451,67,2,1,0
69452,56,4,0,1
69453,54,4,0,1
69455,80,3,0,1
69456,52,5,1,0
69457,80,1,1,0
69458,60,3,1,0
69459,62,3,0,1
69460,50,1,1,0
69462,36,4,0,1
69463,20,2,1,0
69464,39,5,1,0
69465,50,5,0,1
69468,69,3,1,0
69471,72,5,0,1
69472,38,3,1,0
69473,79,1,1,0
69474,66,3,0,1
69475,24,4,0,1
69478,46,2,0,1
69479,47,1,0,1
69486,67,5,0,1
69487,21,4,1,0
69488,65,3,0,1
69489,62,4,0,1
69491,67,1,0,1
69494,37,3,0,1
69495,22,3,0,1
69497,26,4,1,0
69498,31,5,1,0
69499,42,5,0,1
69502,50,5,0,1
69503,44,4,0,1
69504,54,5,1,0
